HTS Date:,2/21/2026,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
Tariff Number,Description,Effective Date,Expiration Date,Census Qty 1,Census Qty 2,Census Qty 3,AD Duty,CV Duty,PGA 1,PGA 2,PGA 3,PGA 4,PGA 5,PGA 6,PGA 7,PGA 8,PGA 9,PGA 10
1003904020,"OTHER BARLEY,OTHR,CERT ORGANIC",7/1/2020,12/31/2030,KG,,,N,N,AM8,AQ1,FD3,,,,,,,
1003904030,OTHER BARLEY - OTHER,7/1/2020,12/31/2030,KG,,,N,N,AM7,AQ1,FD3,,,,,,,
1004100000,"OATS, SEED",2/3/2012,12/31/2030,KG,,,N,N,AM7,AQ1,FD3,,,,,,,
1004900010,"OATS, CERTIFIED ORGANIC",7/1/2017,12/31/2030,KG,,,N,N,AM8,AQ1,FD3,,,,,,,
1004900090,"OATS, OTHER",7/1/2017,12/31/2030,KG,,,N,N,AQ1,FD3,,,,,,,,
1005100010,YELLOW CORN (MAIZE) - SEED,12/12/2003,12/31/2030,KG,,,N,N,AM7,AQ1,FD3,,,,,,,
1005100090,"OTHER, CORN (MAIZE) - SEED",12/12/2003,12/31/2030,KG,,,N,N,AM7,AQ1,FD3,,,,,,,
1005902015,CORN (MAIZE)-YELLOW DENT CORN,7/1/2020,12/31/2030,KG,,,N,N,AM8,AQ1,FD3,,,,,,,
1005902025,"CORN,YELLOW DENT CORN,OTHER",7/1/2020,12/31/2030,KG,,,N,N,AQ1,FD3,,,,,,,,
1005904040,OTHER CORN (MAIZE) - POPCORN,7/1/2020,12/31/2030,KG,,,N,N,AM7,AQ1,FD4,,,,,,,
1005904055,OTHER CORN (MAIZE); WHITE,1/1/2005,12/31/2030,KG,,,N,N,,,,,,,,,,
1005904060,OTHER CORN (MAIZE),7/1/2020,12/31/2030,KG,,,N,N,AM7,AQ1,FD3,,,,,,,
1005904065,OTHER CORN (MAIZE); OTHER,1/1/2005,12/31/2030,KG,,,N,N,,,,,,,,,,
1006100000,RICE IN HUSK (PADDY OR ROUGH),7/1/2020,12/31/2030,KG,,,N,N,AM7,AQ1,FD4,,,,,,,
1006202010,"RICE HUSK(BROWN)-BAS,CERT ORG",1/1/2023,12/31/2030,KG,,,N,N,AM8,AQ1,FD4,,,,,,,
1006202090,"RICE HUSK(BROWN)-BASMATI,OTHER",1/1/2023,12/31/2030,KG,,,N,N,AQ1,FD4,,,,,,,,
1006204025,"RICE HUSKED OTH BRWN,JASMINE",7/1/2020,12/31/2030,KG,,,N,N,AM7,AQ1,FD4,,,,,,,
1006204035,"RICE HUSK OT BRWN,LNG GR,OTHER",7/1/2020,12/31/2030,KG,,,N,N,AM7,AQ1,FD4,,,,,,,
1006204040,"RICE, MED GRAIN HUSKED BROWN",7/1/2020,12/31/2030,KG,,,N,N,AM7,AQ1,FD4,,,,,,,
1006204060,RICE: SHT GRAIN OTH HUSKD BRN,7/1/2020,12/31/2030,KG,,,N,N,AM7,AQ1,FD4,,,,,,,
1006204080,RICE:MIXED S/M/L GR HUSKED BRN,7/1/2020,12/31/2030,KG,,,N,N,AM7,AQ1,FD4,,,,,,,
1006301020,RICE:LG GR PRBOILD SEMI/WHOLLY,1/1/2026,12/31/2026,KG,,,N,N,AM7,AQ1,FD4,,,,,,,
1006301040,RICE:OTHER PARBOILD SEMI/WHOLY,1/1/2026,12/31/2026,KG,,,N,N,AM7,AQ1,FD4,,,,,,,
1006309015,"RICE:OTH SEM/WHL MILL,CERT ORG",7/1/2020,12/31/2030,KG,,,N,N,AM8,AQ1,FD4,,,,,,,
1006309040,RICE:MIXS OF ANY OTH L/M/S,1/1/2011,12/31/2030,KG,,,N,N,,,,,,,,,,
1006309057,"RICE:LG GR SM/WH MILL,JASMINE",7/1/2020,12/31/2030,KG,,,N,N,AQ1,FD4,,,,,,,,
1006309059,"RICE:LG GR SM/WH MILL,BASMATI",7/1/2020,12/31/2030,KG,,,N,N,AQ1,FD4,,,,,,,,
1006309061,"RICE:LG GR SM/WH MILL, OTHER",7/1/2020,12/31/2030,KG,,,N,N,AQ1,FD4,,,,,,,,
1006309065,RICE:OTH MED GR SEM/WHOL MILLD,7/1/2020,12/31/2030,KG,,,N,N,AQ1,FD4,,,,,,,,
1006309075,RICE:SH GR OTH SEM/WHOLY MILLD,7/1/2020,12/31/2030,KG,,,N,N,AQ1,FD4,,,,,,,,
1006309085,RICE:MIXS OF ANY OTH L/M/S GRN,7/1/2020,12/31/2030,KG,,,N,N,AQ1,FD4,,,,,,,,
1006400000,RICE: BROKEN,7/1/2020,12/31/2030,KG,,,N,N,AM7,AQ1,FD4,,,,,,,
1007000020,GRAIN SORGHUM:SEEDS FOR SOWING,8/1/2006,12/31/2030,KG,,,N,N,,,,,,,,,,
1007000040,SORGHUM GRAIN: OTHER,8/1/2006,12/31/2030,KG,,,N,N,,,,,,,,,,
1007100000,GRAIN SORGHUM:SEEDS FOR SOWING,7/1/2020,12/31/2030,KG,,,N,N,AM7,AQ2,FD3,,,,,,,
1007900000,SORGHUM GRAIN: OTHER,7/1/2020,12/31/2030,KG,,,N,N,AM7,AQ1,FD4,,,,,,,
1008100000,BUCKWHEAT,12/12/2003,12/31/2030,KG,,,N,N,AM7,AQ1,FD4,,,,,,,
1008210000,MILLET,7/1/2020,12/31/2030,KG,,,N,N,AM7,AQ1,FD4,,,,,,,
1008290000,"MILLET, OTHER",7/1/2020,12/31/2030,KG,,,N,N,AM7,AQ1,FD4,,,,,,,
1008300000,CANARY SEED,7/1/2020,12/31/2030,KG,,,N,N,AM7,AQ1,FD4,,,,,,,
1008400000,"OTHER CEREALS, FONIO(DIG SPP)",7/1/2020,12/31/2030,KG,,,N,N,AM7,AQ1,FD3,,,,,,,
1008500010,"OTH CEREAL,QUINOA,CERT ORGANIC",7/1/2020,12/31/2030,KG,,,N,N,AM8,AQ1,FD3,,,,,,,
1008500090,"OTHER CEREALS,QUINOA,OTHER",7/1/2020,12/31/2030,KG,,,N,N,AQ1,FD3,,,,,,,,
1008600000,"OTHER CEREALS, TRITICALE",7/1/2020,12/31/2030,KG,,,N,N,AM7,AQ1,FD3,,,,,,,
1008900120,OTHER CEREALS; WILD RICE,7/1/2020,12/31/2030,KG,,,N,N,AM7,AQ1,FD4,,,,,,,
1008900140,OTHER CEREALS INCLDG WILD RICE,7/1/2020,12/31/2030,KG,,,N,N,AM7,AQ1,FD3,,,,,,,
1101000010,HARD SPRING WHEAT,7/1/2020,12/31/2030,KG,,,N,N,AM7,AQ1,FD4,,,,,,,
1101000020,"DURUM WHEAT,WHEAT/MESLIN FLOUR",7/1/2020,12/31/2030,KG,,,N,N,AM7,AQ1,FD4,,,,,,,
1101000030,WHITE WINTER WHEAT,7/1/2020,12/31/2030,KG,,,N,N,AM7,AQ1,FD4,,,,,,,
1101000050,"OTH,WHEAT/MESLN FLR,CERT ORGIC",7/1/2020,12/31/2030,KG,,,N,N,AM8,AQ1,FD4,,,,,,,
1101000060,"OTH,WHEAT/MESLN FLR,N/CERT ORG",7/1/2020,12/31/2030,KG,,,N,N,AQ1,FD4,,,,,,,,
1102200000,CEREALFLOUR OTH THN WHEAT:CORN,7/1/2020,12/31/2030,KG,,,N,N,AM7,AQ1,FD3,,,,,,,
1102902000,OTH CER FLOUR THN WHEAT:BUCWHT,12/12/2003,12/31/2030,KG,,,N,N,AM7,AQ1,FD4,,,,,,,
1102902500,CEREALFLOUR OTH THN WHEAT:RICE,7/1/2020,12/31/2030,KG,,,N,N,AM7,AQ1,FD4,,,,,,,
1102902700,CEREAL FLOUR OTH THN WHEAT:RYE,7/1/2020,12/31/2030,KG,,,N,N,AM7,AQ1,FD4,,,,,,,
1102903000,CEREAL MIXTURES,7/1/2020,12/31/2030,KG,,,N,N,AM7,AQ1,FD4,,,,,,,
1102906000,CEREAL-OTHER,7/1/2020,12/31/2030,KG,,,N,N,AM7,AQ1,FD4,,,,,,,
1103110020,CEREAL GROAT/MEAL WHEAT:SMOLNA,7/1/2020,12/31/2030,KG,,,N,N,AM7,AQ1,FD4,,,,,,,
1103110040,CEREAL WHEAT GROATS/MEAL:OTHER,7/1/2020,12/31/2030,KG,,,N,N,AM7,AQ1,FD4,,,,,,,
1103130020,CEREAL GROATS/MEAL: CORNMEAL,7/1/2020,12/31/2030,KG,,,N,N,AM7,AQ1,FD4,,,,,,,
1103130060,CEREAL GROATS/MEAL: OTHER CORN,7/1/2020,12/31/2030,KG,,,N,N,AM7,AQ1,FD4,,,,,,,
1103191200,CEREAL GROATS AND MEAL OF OATS,7/1/2020,12/31/2030,KG,,,N,N,AM7,AQ1,FD4,,,,,,,
1103191400,CEREAL GROATS AND MEAL OF RICE,7/1/2020,12/31/2030,KG,,,N,N,AM7,AQ1,FD4,,,,,,,
1103199000,CEREAL GROATS/MEAL:OTHR CEREAL,7/1/2020,12/31/2030,KG,,,N,N,AM7,AQ1,FD4,,,,,,,
1103200010,CEREAL PELLETS OF WHEAT,12/12/2003,12/31/2030,KG,,,N,N,AM7,AQ1,FD4,,,,,,,
1103200090,CEREAL PELLETS OTHR THAN WHEAT,12/12/2003,12/31/2030,KG,,,N,N,AM7,AQ1,FD4,,,,,,,
1104120010,CEREALROL'DFLAKDOATGRAINCERORG,2/1/2026,12/31/2030,KG,,,N,N,AM8,AQ1,FD4,,,,,,,
1104120090,CEREAL ROLLD/FLAKD OATGRAINOTH,2/1/2026,12/31/2030,KG,,,N,N,AQ1,FD4,,,,,,,,
1104191000,CEREAL ROLLED/FLAKED BARLEY GR,7/1/2020,12/31/2030,KG,,,N,N,AM7,AQ1,FD4,,,,,,,
1104199000,CEREAL:ROLLED/FLAKED GRAIN;OTH,7/1/2020,12/31/2030,KG,,,N,N,AM7,AQ1,FD4,,,,,,,
1104220000,CEREAL GRAINS OTH WORKED: OATS,7/1/2020,12/31/2030,KG,,,N,N,AM7,AQ1,FD4,,,,,,,
1104230000,CEREAL GRAINS WKD: CORN(MAIZE),7/1/2020,12/31/2030,KG,,,N,N,AM7,AQ1,FD4,,,,,,,
1104291000,CEREAL:OTH WRKD GRAINS: BARLEY,7/1/2020,12/31/2030,KG,,,N,N,AM7,AQ1,FD4,,,,,,,
1104299000,CEREAL GRAINWKD OF OTH CEREAL,7/1/2020,12/31/2030,KG,,,N,N,AM7,AQ1,FD4,,,,,,,
1104300000,"GERM OF CEREALS, WHOLE, ROLLED",7/1/2020,12/31/2030,KG,,,N,N,AM7,AQ1,FD3,,,,,,,
1105100000,"FLOUR,MEAL,& PWDER OF POTATOES",7/1/2020,12/31/2030,KG,,,N,N,AM7,AQ1,FD4,,,,,,,
1105200000,"FLAKES,GRANULES,PELLETS:POTATO",7/1/2020,12/31/2030,KG,,,N,N,AM7,AQ1,FD4,,,,,,,
1106100000,FLOUR AND MEAL OF DRIED LEGUME,7/1/2020,12/31/2030,KG,,,N,N,AM7,AQ1,FD4,,,,,,,
1106201000,OF CHINESE WATER CHESTNUTS,7/1/2020,12/31/2030,KG,,,N,N,AM7,AQ1,FD4,,,,,,,
1106209000,"OF OF SAGO, ROOTS, OTHER",12/12/2003,12/31/2030,KG,,,N,N,AM7,AQ1,FD3,,,,,,,
1106302000,BANANA AND PLANTAIN FLOUR MEAL,7/1/2020,12/31/2030,KG,,,N,N,AM7,AQ1,FD4,,,,,,,
1106304000,"FLOUR, MEAL & POWDER CHP 8,OTH",7/1/2020,12/31/2030,KG,,,N,N,AM7,AQ1,FD4,,,,,,,
1107100000,"MALT, NOT ROASTED",7/1/2020,12/31/2030,KG,,,N,N,AM7,AQ1,FD3,,,,,,,
1107200000,"MALT, ROASTED",7/1/2020,12/31/2030,KG,,,N,N,AM7,AQ1,FD4,,,,,,,
1108110010,WHEAT STARCH FOR FOOD USE,7/1/2020,12/31/2030,KG,,,N,N,AM7,AQ1,FD4,,,,,,,
1108110090,"WHEAT STARCH,OTH THAN FOOD USE",7/1/2020,12/31/2030,KG,,,N,N,AM7,AQ1,FD3,,,,,,,
1108120010,CORN (MAIZE) STARCH F/FOOD USE,7/1/2020,12/31/2030,KG,,,N,N,AM7,AQ1,FD4,,,,,,,
1108120090,CORN(MAIZE)STARCH O/T FOOD USE,7/1/2020,12/31/2030,KG,,,N,N,AM7,AQ1,FD1,,,,,,,
1108130010,"POTATO STARCH, F/HUMAN CONSUMP",7/1/2020,12/31/2030,KG,,,N,N,AM7,AQ1,FD4,,,,,,,
1108130090,"POTATO STARCH,OTH.N/F HUMN.CON",7/1/2020,12/31/2030,KG,,,N,N,AM7,AQ1,FD3,,,,,,,
1108140000,CASSAVA (MANIOC) STARCH,12/12/2003,12/31/2030,KG,,,N,N,AM7,AQ1,FD3,,,,,,,
1108190010,CEREAL STARCHES F/NON-FOOD USE,12/12/2003,12/31/2030,KG,,,N,N,AM7,FD3,,,,,,,,
1108190090,"OTHER STARCHES, OTHER",8/7/2004,12/31/2030,KG,,,N,N,AM7,FD3,,,,,,,,
1108200000,INULIN; STARCHES,7/1/2020,12/31/2030,KG,,,N,N,AM7,FD3,,,,,,,,
1109001000,WHEAT GLUTEN USED AS ANIM.FEED,7/1/2020,12/31/2030,KG,,,N,N,AM7,FD4,,,,,,,,
1109009000,"WHEAT GLUTEN, DRIED OR NOT,OTH",1/1/2022,12/31/2030,KG,,,N,N,AM7,FD3,,,,,,,,
1109009010,"WHEAT GLUTEN,OTH,CERT ORGANIC",7/1/2023,12/31/2030,KG,,,N,N,AM8,FD3,,,,,,,,
1109009020,"WHEAT GLUTEN, OTHER",7/1/2023,12/31/2030,KG,,,N,N,FD3,,,,,,,,,
1201100000,SOYBEAN SEEDS KIND USED SOWING,7/1/2012,12/31/2030,KG,,,N,N,AM7,AQ2,FD3,,,,,,,
1201900005,"SOYBEAN,SEEDS USED OIL STOCK",7/1/2012,12/31/2030,KG,,,N,N,AM7,AQ1,FD4,,,,,,,
1201900010,"SOYBEANS W/N BROKEN,ORGANIC",2/3/2012,12/31/2030,KG,,,N,N,AM8,AQ1,FD4,,,,,,,
1201900090,"SOYBEANS W/N BROKEN,OTHER",2/3/2012,12/31/2030,KG,,,N,N,AQ1,FD4,,,,,,,,
1202204040,"PEANUTS, SHELLED,US NTE2,OTHER",8/1/2006,12/31/2030,KG,,,N,N,,,,,,,,,,
1202300500,"PEANUTS,SHELLED,OIL STK,GN 15",7/1/2020,12/31/2030,KG,,,N,N,AM6,AM7,AQ1,FD4,,,,,,
1202300520,"PEANUTS,SHELLED,OIL STK,GN",10/31/2012,12/31/2030,KG,,,N,N,,,,,,,,,,
1202300540,"PEANUTS,SHELLED,GENTE15,OT",10/31/2012,12/31/2030,KG,,,N,N,,,,,,,,,,
1202304000,"PEANUTS, SHELLED,OIL STK,USNT2",7/1/2020,12/31/2030,KG,,,N,N,AM6,AM7,AQ1,FD4,,,,,,
1202308000,"PEANUTS, SHELLED,OIL STK,OTHER",1/1/2026,12/31/2026,KG,,,N,N,AM6,AM7,AQ1,FD4,,,,,,
1202410520,"PEANUTS,IN SHELL,OIL STK,GN 15",1/1/2021,12/31/2030,KG,,,N,N,AM6,AM7,AQ1,FD4,,,,,,
1202410540,"PEANUTS,IN SHELL,GENTE15,OTHER",1/1/2021,12/31/2030,KG,,,N,N,AM6,AM7,AQ1,FD4,,,,,,
1202414020,"PEANUTS,IN SHELL,OIL STK,USNT2",7/1/2020,12/31/2030,KG,,,N,N,AM7,AQ1,FD4,,,,,,,
1202414040,"PEANUTS,IN SHELL,US NTE2,OTHER",7/1/2020,12/31/2030,KG,,,N,N,AM6,AM7,AQ1,FD4,,,,,,
1202418020,"PEANUTS,IN SHELL,OIL STK,OTHER",1/1/2026,12/31/2026,KG,,,N,N,AM7,AQ1,FD4,,,,,,,
1202418040,"PEANUTS,IN SHELL,NT OILSTK,OTH",1/1/2026,12/31/2026,KG,,,N,N,AM6,AM7,AQ1,FD4,,,,,,
1202421020,"BLNCH PNUT,SHELLD,OIL STK,GN15",1/27/2022,12/31/2030,KG,,,N,N,AM6,AM7,AQ1,FD4,,,,,,
1202421040,"BLANCH PNUT,OTHR,GENRL NOTE 15",1/27/2022,12/31/2030,KG,,,N,N,AM6,AM7,AQ1,FD4,,,,,,
1202421520,"BLANCH PNUTS,OIL STOCK,USNOTE2",1/27/2022,12/31/2030,KG,,,N,N,AM6,AM7,FD4,,,,,,,
1202421540,"BLANCH PNUTS,N/OIL STK,USN 12",1/27/2022,12/31/2030,KG,,,N,N,AM6,AM7,FD4,,,,,,,
1202422020,"BLANCH PNUT,USE IN OIL STK,OTH",1/1/2026,12/31/2026,KG,,,N,N,AM6,AM7,FD4,,,,,,,
1202422040,"BLANCHED PEANUTS,OTHER",1/1/2026,12/31/2026,KG,,,N,N,AM6,AM7,FD4,,,,,,,
1202425020,"PEANUTS,SHELLD,N/BLANCHD,GN 15",1/27/2022,12/31/2030,KG,,,N,N,AM6,AM7,FD4,,,,,,,
1202425040,"PEANUTS,SHELLED,GEN NTE 15,OTH",1/27/2022,12/31/2030,KG,,,N,N,AM6,AM7,FD4,,,,,,,
1202426020,"PEANUTS,SHELLED,N/BLANCH,USNT2",1/27/2022,12/31/2030,KG,,,N,N,AM7,AQ1,FD4,,,,,,,
1202426040,"PEANUT,SHELL,N/BLANCH,USN2,OTH",1/27/2022,12/31/2030,KG,,,N,N,AM6,AM7,AQ1,FD4,,,,,,
1202429020,"PEANUTS,SHELLED,OIL STCK,OTHER",1/1/2026,12/31/2026,KG,,,N,N,AM7,FD4,,,,,,,,
1202429040,"PEANUTS, SHELLED,NT OILSTK,OTH",1/1/2026,12/31/2026,KG,,,N,N,AM6,AM7,AQ1,FD4,,,,,,
1203000000,COPRA,12/12/2003,12/31/2030,KG,,,N,N,AM7,AQ1,FD4,,,,,,,
1204000010,"FLAXSEED (LINSEED),FOR SOWING",7/1/2020,12/31/2030,KG,,,N,N,AM7,AQ2,FD3,,,,,,,
1204000025,"FLXSED(LINSEED),F/OIL STCK,ORG",7/1/2020,12/31/2030,KG,,,N,N,AM8,AQ1,FD3,,,,,,,
1204000035,"FLAXSD (LINSEED),F/OIL STCK,OT",7/1/2020,12/31/2030,KG,,,N,N,AQ1,FD3,,,,,,,,
1204000055,"FLAX (LINSEED), OTH,CERT ORG",1/1/2023,12/31/2030,KG,,,N,N,AM8,AQ1,FD3,,,,,,,
1204000075,"FLAXSEED (LINSEED),OTH, OTHER",1/1/2023,12/31/2030,KG,,,N,N,AQ1,FD3,,,,,,,,
1205100010,"RAPE/COLZA SEED,FOR SOWING",7/1/2020,12/31/2030,KG,,,N,N,AM7,AQ2,FD3,,,,,,,
1205100020,"RAPE OR COLZA SEED,F/OIL STOCK",7/1/2020,12/31/2030,KG,,,N,N,AM7,AQ1,FD4,,,,,,,
1205100090,"RAPE OR COLZA SEED, OTHER",7/1/2020,12/31/2030,KG,,,N,N,AM7,AQ1,FD3,,,,,,,
1205900010,"RAPE/COLZA SEED,FOR SOWING/OTH",7/1/2020,12/31/2030,KG,,,N,N,AM7,AQ2,FD3,,,,,,,
1205900020,"RAPE OR COLZA SEED,F/OIL STOCK",7/1/2020,12/31/2030,KG,,,N,N,AM7,AQ1,FD4,,,,,,,
1205900090,"RAPE OR COLZA SEED, OTHER",7/1/2020,12/31/2030,KG,,,N,N,AM7,AQ1,FD4,,,,,,,
1206000020,SUNFLOWER SEEDS USED OIL STOCK,12/12/2003,12/31/2030,KG,,,N,N,AM7,AQ1,FD4,,,,,,,
1206000031,"SUNFLOWER SEEDS,FOR SOWING",12/12/2003,12/31/2030,KG,,,N,N,AM7,AQ2,FD3,,,,,,,
1206000035,"SUNFLOWER SEEDS/SOWING,OIL",12/12/2003,12/31/2030,KG,,,N,N,,,,,,,,,,
1206000065,"SFL SEED,HUMNUSE,IN-SHEL,CERT",1/1/2023,12/31/2030,KG,,,N,N,AM8,AQ1,FD4,,,,,,,
1206000070,"SFL SEED,HUMNUSE,IN-SHEL, OTH",1/1/2023,12/31/2030,KG,,,N,N,AQ1,FD4,,,,,,,,
1206000075,"SFL SEED,HUMAN USE,CERT ORG",1/1/2023,12/31/2030,KG,,,N,N,AM8,AQ1,FD4,,,,,,,
1206000080,"SFL SEED,HUMAN USE, OTHER",1/1/2023,12/31/2030,KG,,,N,N,AQ1,FD4,,,,,,,,
1206000090,"SUNFLOWER SEEDS BRK OR NOT,OTH",12/12/2003,12/31/2030,KG,,,N,N,AM7,AQ1,FD3,,,,,,,
1207100000,"OIL SEEDS & OLEA FRTS, PALM NT",2/3/2012,12/31/2030,KG,,,N,N,AM7,AQ1,FD4,,,,,,,
1207210000,"COTTON SEEDS BROKEN OR NOT,SOW",7/1/2020,12/31/2030,KG,,,N,N,AM7,AQ2,FD3,,,,,,,
1207210010,COTTON SEEDS BROKEN OR NOT,2/3/2012,12/31/2030,KG,,,N,N,,,,,,,,,,
1207290010,COTTON SEED FOR ANIMAL FEED,2/1/2026,12/31/2030,KG,,,N,N,,,,,,,,,,
1207290090,"CTTNSEEDS BROKN OR NOTOTH,OTH",2/1/2026,12/31/2030,KG,,,N,N,,,,,,,,,,
1207300000,"OIL SEEDS & OLEA FRTS, CAS",2/12/2012,12/31/2030,KG,,,N,N,AM7,AQ1,FD3,,,,,,,
1207400010,"SESAME SEEDS BROK/NOT,CERT ORG",1/1/2023,12/31/2030,KG,,,N,N,AM8,AQ1,FD3,,,,,,,
1207400090,"SESAME SEEDS BROK/NOT, OTHER",1/1/2023,12/31/2030,KG,,,N,N,AQ1,FD3,,,,,,,,
1207500000,MUSTARD SEEDS BROKEN OR NOT,12/12/2003,12/31/2030,KG,,,N,N,AM7,AQ1,FD3,,,,,,,
1207600000,"OIL SEEDS & OLEA FRTS,SAFFLWER",2/3/2012,12/31/2030,KG,,,N,N,AM7,AQ1,FD3,,,,,,,
1207700020,CANTALOUPE SEEDS FOR SOWING,7/1/2020,12/31/2030,KG,,,N,N,AM7,AQ2,FD3,,,,,,,
1207700040,WATERMELON SEEDS FOR SOWING,7/1/2020,12/31/2030,KG,,,N,N,AM7,AQ2,FD3,,,,,,,
1207700075,OTHER MELON SEEDS FOR SOWING,7/1/2020,12/31/2030,KG,,,N,N,AM7,AQ2,FD3,,,,,,,
1207910000,POPPY SEEDS BROKEN OR NOT,7/1/2020,12/31/2030,KG,,,N,N,AM7,AQ1,FD3,,,,,,,
1207990310,"OIL SEEDS & OLEA FRTS, NIGER",2/3/2012,12/31/2030,KG,,,N,N,AM7,AQ1,FD3,,,,,,,
1207990340,"OIL SEED&OLEA FRTS,HEMP,SOWING",1/1/2021,12/31/2030,KG,,,N,N,AM7,AQ2,FD3,,,,,,,
1207990360,"OIL SEED&OLEA FRTS,HEMP,OTHER",1/1/2021,12/31/2030,KG,,,N,N,AM7,AQ1,FD3,,,,,,,
1207990391,"OIL SEEDS & OLEA FRTS, OTHER",2/3/2012,12/31/2030,KG,,,N,N,AM7,AQ1,FD3,,,,,,,
1208100010,"SOYBEANS, CERTIFIED ORGANIC",7/1/2020,12/31/2030,KG,,,Y,Y,AM8,FD3,,,,,,,,
1208100090,"SOYBEANS, OTHER",7/1/2020,12/31/2030,KG,,,N,N,FD3,,,,,,,,,
1208900000,"FLOURS & MEALS OF OIL SEED,OTH",7/1/2020,12/31/2030,KG,,,N,N,AM7,FD3,,,,,,,,
1209100000,SUGAR BEET SEEDS FOR SOWING,12/12/2003,12/31/2030,KG,,,N,N,AM7,AQ2,FD3,,,,,,,
1209210020,CERT. ALFALFA (LUCERNE) SEEDS,7/1/2020,12/31/2030,KG,,,N,N,AM7,AQ2,FD3,,,,,,,
1209210040,UNCERT ALFALFA (LUCERNE) SEED,7/1/2020,12/31/2030,KG,,,N,N,AM7,AQ2,FD3,,,,,,,
1209222000,"WHITE AND LADINO CLOVER,SOWING",7/1/2020,12/31/2030,KG,,,N,N,AM7,AQ2,FD3,,,,,,,
1209224020,"ALSIKE CLOVER (TRIFOLIUM),SOW",12/12/2003,12/31/2030,KG,,,N,N,AM7,AQ2,FD3,,,,,,,
1209224030,"CLOVER,OTH SEEDS,F/SOW,CRIMSON",12/12/2003,12/31/2030,KG,,,N,N,AM7,AQ2,FD3,,,,,,,
1209224041,"RED CLOVER(TRIFOLIUM),SOW,DBLE",12/12/2003,12/31/2030,KG,,,N,N,AM7,AQ2,FD3,,,,,,,
1209224049,"RED CLOVER(TRIFOLIUM),SOW,OTHR",12/12/2003,12/31/2030,KG,,,N,N,AM7,AQ2,FD3,,,,,,,
1209224060,"SWEET CLOVER(TRIFOLIUM),SOWING",12/12/2003,12/31/2030,KG,,,N,N,AM7,AQ2,FD3,,,,,,,
1209224095,"CLOVER,OTH SEEDS,F/SOW,OTHER",12/12/2003,12/31/2030,KG,,,N,N,AM7,AQ2,FD3,,,,,,,
1209230020,TALL FESCUE SEED OF FORAGE PLA,12/12/2003,12/31/2030,KG,,,N,N,AM7,AQ2,FD3,,,,,,,
1209230031,"FESCUE SEEDS CREEPING RED,CERT",8/1/1998,12/31/2030,KG,,,N,N,AM7,AQ2,,,,,,,,
1209230039,"FESCUE SEEDS CREEPING RED,OTHR",8/1/1998,12/31/2030,KG,,,N,N,AM7,AQ2,,,,,,,,
1209230060,FESCUE SEEDS MEADOW,1/1/1994,12/31/2030,KG,,,N,N,AM7,AQ2,,,,,,,,
1209230090,FESCUE SEEDS OTHER,1/1/1994,12/31/2030,KG,,,N,N,AM7,AQ2,,,,,,,,
1209240000,KENTUCKY BLUE GRASS (POA) SEED,7/1/2020,12/31/2030,KG,,,N,N,AM7,AQ2,FD3,,,,,,,
1209250020,ANNUAL RYE GRASS (LOLIUM)SEEDS,7/1/2020,12/31/2030,KG,,,N,N,AM7,AQ2,FD3,,,,,,,
1209250040,PERENNIAL RYE GRASS SEEDS,7/1/2020,12/31/2030,KG,,,N,N,AM7,AQ2,FD3,,,,,,,
1209291000,"BEET, OTHER",12/12/2003,12/31/2030,KG,,,N,N,AM7,AQ2,FD3,,,,,,,
1209299120,BENT GRASS (GEN. AGROST)OTHER,2/3/2007,12/31/2030,KG,,,N,N,AM7,AQ2,FD3,,,,,,,
1209299125,HUSKED BERMUDA GRASS SEEDS,2/3/2007,12/31/2030,KG,,,N,N,AM7,AQ2,FD3,,,,,,,
1209299126,OTHER BERMUDA GRASS SEEDS,2/3/2007,12/31/2030,KG,,,N,N,AM7,AQ2,FD3,,,,,,,
1209299130,"OTH,BIRDSFOOT TREFOIL GRASS",2/3/2007,12/31/2030,KG,,,N,N,AM7,AQ2,,,,,,,,
1209299136,"MEADOW, BROMEGRASS, FOR SOWING",2/3/2007,12/31/2030,KG,,,N,N,AM7,AQ2,,,,,,,,
1209299137,"SMOOTH, BROMEGRASS, FOR SOWING",2/3/2007,12/31/2030,KG,,,N,N,AM7,AQ2,,,,,,,,
1209299138,"OTH,BROMEGRASS,USED FOR SOWING",2/3/2007,12/31/2030,KG,,,N,N,AM7,AQ2,,,,,,,,
1209299140,"ORCHARD GRASS SEEDS,FOR SOWING",2/3/2007,12/31/2030,KG,,,N,N,AM7,AQ2,FD3,,,,,,,
1209299160,"SUDAN GRASS SEEDS,FOR SOWING",2/3/2007,12/31/2030,KG,,,N,N,AM7,AQ2,FD3,,,,,,,
1209299171,"WHEATGRASS,FOR SOWING,CRESTED",2/3/2007,12/31/2030,KG,,,N,N,AM7,AQ2,,,,,,,,
1209299174,"WHEATGRASS,USED FOR SOWING,OTH",2/3/2007,12/31/2030,KG,,,N,N,AM7,AQ2,,,,,,,,
1209299176,"OTH GRASS SEEDS,N/BEAT,WILDRYE",2/3/2007,12/31/2030,KG,,,N,N,AM7,AQ2,FD3,,,,,,,
1209299179,"OTHER GRASS, USED FOR SOWING",2/3/2007,12/31/2030,KG,,,N,N,AM7,AQ2,FD3,,,,,,,
